@relation 'doushouqi_raw_egtb_2_pieces'

@attribute white_piece0_strength numeric
@attribute white_piece0_file numeric
@attribute white_piece0_rank numeric
@attribute black_piece0_strength numeric
@attribute black_piece0_file numeric
@attribute black_piece0_rank numeric
@attribute class {w,b,d}

@data
0,4,7,4,3,7,w
0,5,7,4,3,7,d
0,6,7,4,3,7,d
0,0,6,4,3,7,d
0,1,6,4,3,7,d
0,2,6,4,3,7,d
0,3,6,4,3,7,d
0,4,6,4,3,7,d
0,5,6,4,3,7,d
0,6,6,4,3,7,d
0,0,5,4,3,7,d
0,1,5,4,3,7,d
0,2,5,4,3,7,d
0,3,5,4,3,7,d
0,4,5,4,3,7,d
0,5,5,4,3,7,d
0,6,5,4,3,7,d
0,0,4,4,3,7,d
0,1,4,4,3,7,d
0,2,4,4,3,7,d
0,3,4,4,3,7,d
0,4,4,4,3,7,d
0,5,4,4,3,7,d
0,6,4,4,3,7,d
0,0,3,4,3,7,b
0,1,3,4,3,7,d
0,2,3,4,3,7,d
0,3,3,4,3,7,d
0,4,3,4,3,7,d
0,5,3,4,3,7,d
0,6,3,4,3,7,b
0,0,2,4,3,7,b
0,1,2,4,3,7,b
0,2,2,4,3,7,d
0,3,2,4,3,7,b
0,4,2,4,3,7,d
0,5,2,4,3,7,b
0,6,2,4,3,7,b
0,0,1,4,3,7,b
0,1,1,4,3,7,b
0,2,1,4,3,7,b
0,3,1,4,3,7,b
0,4,1,4,3,7,b
0,5,1,4,3,7,b
0,6,1,4,3,7,b
0,0,0,4,3,7,b
0,1,0,4,3,7,b
0,2,0,4,3,7,b
0,4,0,4,3,7,b
0,5,0,4,3,7,b
0,6,0,4,3,7,b
0,0,8,4,4,7,w
0,1,8,4,4,7,w
0,2,8,4,4,7,w
0,4,8,4,4,7,w
0,5,8,4,4,7,b
0,6,8,4,4,7,d
0,0,7,4,4,7,d
0,1,7,4,4,7,w
0,2,7,4,4,7,w
0,3,7,4,4,7,w
0,5,7,4,4,7,d
0,6,7,4,4,7,d
0,0,6,4,4,7,d
0,1,6,4,4,7,d
0,2,6,4,4,7,w
0,3,6,4,4,7,d
0,4,6,4,4,7,d
0,5,6,4,4,7,d
0,6,6,4,4,7,d
0,0,5,4,4,7,d
0,1,5,4,4,7,d
0,2,5,4,4,7,d
0,3,5,4,4,7,d
0,4,5,4,4,7,d
0,5,5,4,4,7,d
0,6,5,4,4,7,d
0,0,4,4,4,7,d
0,1,4,4,4,7,d
0,2,4,4,4,7,d
0,3,4,4,4,7,d
0,4,4,4,4,7,d
0,5,4,4,4,7,d
0,6,4,4,4,7,d
0,0,3,4,4,7,d
0,1,3,4,4,7,d
0,2,3,4,4,7,d
0,3,3,4,4,7,d
0,4,3,4,4,7,d
0,5,3,4,4,7,d
0,6,3,4,4,7,d
0,0,2,4,4,7,b
0,1,2,4,4,7,d
0,2,2,4,4,7,d
0,3,2,4,4,7,d
0,4,2,4,4,7,d
0,5,2,4,4,7,d
0,6,2,4,4,7,b
0,0,1,4,4,7,b
0,1,1,4,4,7,b
0,2,1,4,4,7,d
0,3,1,4,4,7,b
0,4,1,4,4,7,d
0,5,1,4,4,7,b
0,6,1,4,4,7,b
0,0,0,4,4,7,b
0,1,0,4,4,7,b
0,2,0,4,4,7,b
0,4,0,4,4,7,b
0,5,0,4,4,7,b
0,6,0,4,4,7,b
0,0,8,4,5,7,w
0,1,8,4,5,7,w
0,2,8,4,5,7,w
0,4,8,4,5,7,w
0,5,8,4,5,7,w
0,6,8,4,5,7,b
0,0,7,4,5,7,w
0,1,7,4,5,7,w
0,2,7,4,5,7,w
0,3,7,4,5,7,w
0,4,7,4,5,7,w
0,6,7,4,5,7,d
0,0,6,4,5,7,d
0,1,6,4,5,7,w
0,2,6,4,5,7,w
0,3,6,4,5,7,w
0,4,6,4,5,7,d
0,5,6,4,5,7,d
0,6,6,4,5,7,d
0,0,5,4,5,7,d
0,1,5,4,5,7,d
0,2,5,4,5,7,w
0,3,5,4,5,7,d
0,4,5,4,5,7,d
0,5,5,4,5,7,d
0,6,5,4,5,7,d
0,0,4,4,5,7,d
0,1,4,4,5,7,d
0,2,4,4,5,7,d
0,3,4,4,5,7,d
0,4,4,4,5,7,d
0,5,4,4,5,7,d
0,6,4,4,5,7,d
0,0,3,4,5,7,d
0,1,3,4,5,7,d
0,2,3,4,5,7,d
0,3,3,4,5,7,d
0,4,3,4,5,7,d
0,5,3,4,5,7,d
0,6,3,4,5,7,d
0,0,2,4,5,7,d
0,1,2,4,5,7,d
0,2,2,4,5,7,d
0,3,2,4,5,7,d
0,4,2,4,5,7,d
0,5,2,4,5,7,d
0,6,2,4,5,7,d
0,0,1,4,5,7,b
0,1,1,4,5,7,d
0,2,1,4,5,7,d
0,3,1,4,5,7,d
0,4,1,4,5,7,d
0,5,1,4,5,7,d
0,6,1,4,5,7,b
0,0,0,4,5,7,b
0,1,0,4,5,7,b
0,2,0,4,5,7,d
0,4,0,4,5,7,d
0,5,0,4,5,7,b
0,6,0,4,5,7,b
0,0,8,4,6,7,w
0,1,8,4,6,7,w
0,2,8,4,6,7,w
0,4,8,4,6,7,w
0,5,8,4,6,7,w
0,6,8,4,6,7,w
0,0,7,4,6,7,w
0,1,7,4,6,7,w
0,2,7,4,6,7,w
0,3,7,4,6,7,w
0,4,7,4,6,7,w
0,5,7,4,6,7,w
0,0,6,4,6,7,w
0,1,6,4,6,7,w
0,2,6,4,6,7,w
0,3,6,4,6,7,w
0,4,6,4,6,7,w
0,5,6,4,6,7,d
0,6,6,4,6,7,d
0,0,5,4,6,7,d
0,1,5,4,6,7,w
0,2,5,4,6,7,w
0,3,5,4,6,7,w
0,4,5,4,6,7,d
0,5,5,4,6,7,d
0,6,5,4,6,7,d
0,0,4,4,6,7,d
0,1,4,4,6,7,d
0,2,4,4,6,7,w
0,3,4,4,6,7,d
0,4,4,4,6,7,d
0,5,4,4,6,7,d
0,6,4,4,6,7,d
0,0,3,4,6,7,d
0,1,3,4,6,7,d
0,2,3,4,6,7,d
0,3,3,4,6,7,d
0,4,3,4,6,7,d
0,5,3,4,6,7,d
0,6,3,4,6,7,d
0,0,2,4,6,7,d
0,1,2,4,6,7,d
0,2,2,4,6,7,d
0,3,2,4,6,7,d
0,4,2,4,6,7,d
0,5,2,4,6,7,d
0,6,2,4,6,7,d
0,0,1,4,6,7,d
0,1,1,4,6,7,d
0,2,1,4,6,7,d
0,3,1,4,6,7,d
0,4,1,4,6,7,d
0,5,1,4,6,7,d
0,6,1,4,6,7,d
0,0,0,4,6,7,b
0,1,0,4,6,7,d
0,2,0,4,6,7,d
0,4,0,4,6,7,d
0,5,0,4,6,7,d
0,6,0,4,6,7,b
0,0,8,4,0,6,w
0,1,8,4,0,6,w
0,2,8,4,0,6,w
0,4,8,4,0,6,w
0,5,8,4,0,6,w
0,6,8,4,0,6,w
0,0,7,4,0,6,w
0,1,7,4,0,6,w
0,2,7,4,0,6,w
0,3,7,4,0,6,w
0,4,7,4,0,6,w
0,5,7,4,0,6,w
0,6,7,4,0,6,w
0,1,6,4,0,6,w
0,2,6,4,0,6,w
0,3,6,4,0,6,w
0,4,6,4,0,6,w
0,5,6,4,0,6,w
0,6,6,4,0,6,w
0,0,5,4,0,6,d
0,1,5,4,0,6,d
0,2,5,4,0,6,w
0,3,5,4,0,6,w
0,4,5,4,0,6,w
0,5,5,4,0,6,w
0,6,5,4,0,6,w
0,0,4,4,0,6,d
0,1,4,4,0,6,d
0,2,4,4,0,6,d
0,3,4,4,0,6,w
0,4,4,4,0,6,w
0,5,4,4,0,6,w
0,6,4,4,0,6,d
0,0,3,4,0,6,d
0,1,3,4,0,6,d
0,2,3,4,0,6,d
0,3,3,4,0,6,d
0,4,3,4,0,6,w
0,5,3,4,0,6,d
0,6,3,4,0,6,d
0,0,2,4,0,6,d
0,1,2,4,0,6,d
0,2,2,4,0,6,d
0,3,2,4,0,6,d
0,4,2,4,0,6,d
0,5,2,4,0,6,d
0,6,2,4,0,6,d
0,0,1,4,0,6,b
0,1,1,4,0,6,d
0,2,1,4,0,6,d
0,3,1,4,0,6,d
0,4,1,4,0,6,d
0,5,1,4,0,6,d
0,6,1,4,0,6,b
0,0,0,4,0,6,b
0,1,0,4,0,6,b
0,2,0,4,0,6,d
0,4,0,4,0,6,d
0,5,0,4,0,6,b
0,6,0,4,0,6,b
0,0,8,4,1,6,w
0,1,8,4,1,6,w
0,2,8,4,1,6,w
0,4,8,4,1,6,w
0,5,8,4,1,6,w
0,6,8,4,1,6,w
0,0,7,4,1,6,b
0,1,7,4,1,6,w
0,2,7,4,1,6,w
0,3,7,4,1,6,w
0,4,7,4,1,6,w
0,5,7,4,1,6,w
0,6,7,4,1,6,w
0,0,6,4,1,6,d
0,2,6,4,1,6,w
0,3,6,4,1,6,w
0,4,6,4,1,6,w
0,5,6,4,1,6,w
0,6,6,4,1,6,w
0,0,5,4,1,6,d
0,1,5,4,1,6,d
0,2,5,4,1,6,d
0,3,5,4,1,6,w
0,4,5,4,1,6,w
0,5,5,4,1,6,w
0,6,5,4,1,6,d
0,0,4,4,1,6,d
0,1,4,4,1,6,d
0,2,4,4,1,6,d
0,3,4,4,1,6,d
0,4,4,4,1,6,w
0,5,4,4,1,6,d
0,6,4,4,1,6,d
0,0,3,4,1,6,d
0,1,3,4,1,6,d
0,2,3,4,1,6,d
0,3,3,4,1,6,d
0,4,3,4,1,6,d
0,5,3,4,1,6,d
0,6,3,4,1,6,d
0,0,2,4,1,6,b
0,1,2,4,1,6,d
0,2,2,4,1,6,d
0,3,2,4,1,6,d
0,4,2,4,1,6,d
0,5,2,4,1,6,d
0,6,2,4,1,6,b
0,0,1,4,1,6,b
0,1,1,4,1,6,b
0,2,1,4,1,6,d
0,3,1,4,1,6,b
0,4,1,4,1,6,d
0,5,1,4,1,6,b
0,6,1,4,1,6,b
0,0,0,4,1,6,b
0,1,0,4,1,6,b
0,2,0,4,1,6,b
0,4,0,4,1,6,b
0,5,0,4,1,6,b
0,6,0,4,1,6,b
0,0,8,4,2,6,b
0,1,8,4,2,6,w
0,2,8,4,2,6,w
0,4,8,4,2,6,w
0,5,8,4,2,6,w
0,6,8,4,2,6,w
0,0,7,4,2,6,d
0,1,7,4,2,6,b
0,2,7,4,2,6,w
0,3,7,4,2,6,w
0,4,7,4,2,6,w
0,5,7,4,2,6,w
0,6,7,4,2,6,w
0,0,6,4,2,6,d
0,1,6,4,2,6,d
0,3,6,4,2,6,w
0,4,6,4,2,6,w
0,5,6,4,2,6,w
0,6,6,4,2,6,d
0,0,5,4,2,6,d
0,1,5,4,2,6,d
0,2,5,4,2,6,d
0,3,5,4,2,6,d
0,4,5,4,2,6,w
0,5,5,4,2,6,d
0,6,5,4,2,6,d
0,0,4,4,2,6,d
0,1,4,4,2,6,d
0,2,4,4,2,6,d
0,3,4,4,2,6,d
0,4,4,4,2,6,d
0,5,4,4,2,6,d
0,6,4,4,2,6,d
0,0,3,4,2,6,b
0,1,3,4,2,6,d
0,2,3,4,2,6,d
0,3,3,4,2,6,d
0,4,3,4,2,6,d
0,5,3,4,2,6,d
0,6,3,4,2,6,b
0,0,2,4,2,6,b
0,1,2,4,2,6,b
0,2,2,4,2,6,d
0,3,2,4,2,6,b
0,4,2,4,2,6,d
0,5,2,4,2,6,b
0,6,2,4,2,6,b
0,0,1,4,2,6,b
0,1,1,4,2,6,b
0,2,1,4,2,6,b
0,3,1,4,2,6,b
0,4,1,4,2,6,b
0,5,1,4,2,6,b
0,6,1,4,2,6,b
0,0,0,4,2,6,b
0,1,0,4,2,6,b
0,2,0,4,2,6,b
0,4,0,4,2,6,b
0,5,0,4,2,6,b
0,6,0,4,2,6,b
0,0,8,4,3,6,w
0,1,8,4,3,6,w
0,2,8,4,3,6,w
0,4,8,4,3,6,w
0,5,8,4,3,6,w
0,6,8,4,3,6,w
0,0,7,4,3,6,d
0,1,7,4,3,6,w
0,2,7,4,3,6,w
0,3,7,4,3,6,w
0,4,7,4,3,6,w
0,5,7,4,3,6,w
0,6,7,4,3,6,d
0,0,6,4,3,6,d
0,1,6,4,3,6,d
0,2,6,4,3,6,w
0,4,6,4,3,6,w
0,5,6,4,3,6,d
0,6,6,4,3,6,d
0,0,5,4,3,6,d
0,1,5,4,3,6,d
0,2,5,4,3,6,d
0,3,5,4,3,6,d
0,4,5,4,3,6,d
0,5,5,4,3,6,d
0,6,5,4,3,6,d
0,0,4,4,3,6,b
0,1,4,4,3,6,d
0,2,4,4,3,6,d
0,3,4,4,3,6,d
0,4,4,4,3,6,d
0,5,4,4,3,6,d
0,6,4,4,3,6,b
0,0,3,4,3,6,b
0,1,3,4,3,6,b
0,2,3,4,3,6,d
0,3,3,4,3,6,b
0,4,3,4,3,6,d
0,5,3,4,3,6,b
0,6,3,4,3,6,b
0,0,2,4,3,6,b
0,1,2,4,3,6,b
0,2,2,4,3,6,b
0,3,2,4,3,6,b
0,4,2,4,3,6,b
0,5,2,4,3,6,b
0,6,2,4,3,6,b
0,0,1,4,3,6,b
0,1,1,4,3,6,b
0,2,1,4,3,6,b
0,3,1,4,3,6,b
0,4,1,4,3,6,b
0,5,1,4,3,6,b
0,6,1,4,3,6,b
0,0,0,4,3,6,b
0,1,0,4,3,6,b
0,2,0,4,3,6,b
0,4,0,4,3,6,b
0,5,0,4,3,6,b
0,6,0,4,3,6,b
0,0,8,4,4,6,w
0,1,8,4,4,6,w
0,2,8,4,4,6,w
0,4,8,4,4,6,w
0,5,8,4,4,6,w
0,6,8,4,4,6,b
0,0,7,4,4,6,w
0,1,7,4,4,6,w
0,2,7,4,4,6,w
0,3,7,4,4,6,w
0,4,7,4,4,6,w
0,5,7,4,4,6,b
0,6,7,4,4,6,d
0,0,6,4,4,6,d
0,1,6,4,4,6,w
0,2,6,4,4,6,w
0,3,6,4,4,6,w
0,5,6,4,4,6,d
0,6,6,4,4,6,d
0,0,5,4,4,6,d
0,1,5,4,4,6,d
0,2,5,4,4,6,w
0,3,5,4,4,6,d
0,4,5,4,4,6,d
0,5,5,4,4,6,d
0,6,5,4,4,6,d
0,0,4,4,4,6,d
0,1,4,4,4,6,d
0,2,4,4,4,6,d
0,3,4,4,4,6,d
0,4,4,4,4,6,d
0,5,4,4,4,6,d
0,6,4,4,4,6,d
0,0,3,4,4,6,b
0,1,3,4,4,6,d
0,2,3,4,4,6,d
0,3,3,4,4,6,d
0,4,3,4,4,6,d
0,5,3,4,4,6,d
0,6,3,4,4,6,b
0,0,2,4,4,6,b
0,1,2,4,4,6,b
0,2,2,4,4,6,d
0,3,2,4,4,6,b
0,4,2,4,4,6,d
0,5,2,4,4,6,b
0,6,2,4,4,6,b
0,0,1,4,4,6,b
0,1,1,4,4,6,b
0,2,1,4,4,6,b
0,3,1,4,4,6,b
0,4,1,4,4,6,b
0,5,1,4,4,6,b
0,6,1,4,4,6,b
0,0,0,4,4,6,b
0,1,0,4,4,6,b
0,2,0,4,4,6,b
0,4,0,4,4,6,b
0,5,0,4,4,6,b
0,6,0,4,4,6,b
0,0,8,4,5,6,w
0,1,8,4,5,6,w
0,2,8,4,5,6,w
0,4,8,4,5,6,w
0,5,8,4,5,6,w
0,6,8,4,5,6,w
0,0,7,4,5,6,w
0,1,7,4,5,6,w
0,2,7,4,5,6,w
0,3,7,4,5,6,w
0,4,7,4,5,6,w
0,5,7,4,5,6,w
0,6,7,4,5,6,b
0,0,6,4,5,6,w
0,1,6,4,5,6,w
0,2,6,4,5,6,w
0,3,6,4,5,6,w
0,4,6,4,5,6,w
0,6,6,4,5,6,d
0,0,5,4,5,6,d
0,1,5,4,5,6,w
0,2,5,4,5,6,w
0,3,5,4,5,6,w
0,4,5,4,5,6,d
0,5,5,4,5,6,d
0,6,5,4,5,6,d
0,0,4,4,5,6,d
0,1,4,4,5,6,d
0,2,4,4,5,6,w
0,3,4,4,5,6,d
0,4,4,4,5,6,d
0,5,4,4,5,6,d
0,6,4,4,5,6,d
0,0,3,4,5,6,d
0,1,3,4,5,6,d
0,2,3,4,5,6,d
0,3,3,4,5,6,d
0,4,3,4,5,6,d
0,5,3,4,5,6,d
0,6,3,4,5,6,d
0,0,2,4,5,6,b
0,1,2,4,5,6,d
0,2,2,4,5,6,d
0,3,2,4,5,6,d
0,4,2,4,5,6,d
0,5,2,4,5,6,d
0,6,2,4,5,6,b
0,0,1,4,5,6,b
0,1,1,4,5,6,b
0,2,1,4,5,6,d
0,3,1,4,5,6,b
0,4,1,4,5,6,d
0,5,1,4,5,6,b
0,6,1,4,5,6,b
0,0,0,4,5,6,b
0,1,0,4,5,6,b
0,2,0,4,5,6,b
0,4,0,4,5,6,b
0,5,0,4,5,6,b
0,6,0,4,5,6,b
0,0,8,4,6,6,w
0,1,8,4,6,6,w
0,2,8,4,6,6,w
0,4,8,4,6,6,w
0,5,8,4,6,6,w
0,6,8,4,6,6,w
0,0,7,4,6,6,w
0,1,7,4,6,6,w
0,2,7,4,6,6,w
0,3,7,4,6,6,w
0,4,7,4,6,6,w
0,5,7,4,6,6,w
0,6,7,4,6,6,w
0,0,6,4,6,6,w
0,1,6,4,6,6,w
0,2,6,4,6,6,w
0,3,6,4,6,6,w
0,4,6,4,6,6,w
0,5,6,4,6,6,w
0,0,5,4,6,6,w
0,1,5,4,6,6,w
0,2,5,4,6,6,w
0,3,5,4,6,6,w
0,4,5,4,6,6,w
0,5,5,4,6,6,d
0,6,5,4,6,6,d
0,0,4,4,6,6,d
0,1,4,4,6,6,w
0,2,4,4,6,6,w
0,3,4,4,6,6,w
0,4,4,4,6,6,d
0,5,4,4,6,6,d
0,6,4,4,6,6,d
0,0,3,4,6,6,d
0,1,3,4,6,6,d
0,2,3,4,6,6,w
0,3,3,4,6,6,d
0,4,3,4,6,6,d
0,5,3,4,6,6,d
0,6,3,4,6,6,d
0,0,2,4,6,6,d
0,1,2,4,6,6,d
0,2,2,4,6,6,d
0,3,2,4,6,6,d
0,4,2,4,6,6,d
0,5,2,4,6,6,d
0,6,2,4,6,6,d
0,0,1,4,6,6,b
0,1,1,4,6,6,d
0,2,1,4,6,6,d
0,3,1,4,6,6,d
0,4,1,4,6,6,d
0,5,1,4,6,6,d
0,6,1,4,6,6,b
0,0,0,4,6,6,b
0,1,0,4,6,6,b
0,2,0,4,6,6,d
0,4,0,4,6,6,d
0,5,0,4,6,6,b
0,6,0,4,6,6,b
0,0,8,4,0,5,w
0,1,8,4,0,5,w
0,2,8,4,0,5,w
0,4,8,4,0,5,w
0,5,8,4,0,5,w
0,6,8,4,0,5,w
0,0,7,4,0,5,w
0,1,7,4,0,5,w
0,2,7,4,0,5,w
0,3,7,4,0,5,w
0,4,7,4,0,5,w
0,5,7,4,0,5,w
0,6,7,4,0,5,w
0,0,6,4,0,5,w
0,1,6,4,0,5,w
0,2,6,4,0,5,w
0,3,6,4,0,5,w
0,4,6,4,0,5,w
0,5,6,4,0,5,w
0,6,6,4,0,5,w
0,1,5,4,0,5,w
0,2,5,4,0,5,w
0,3,5,4,0,5,w
0,4,5,4,0,5,w
0,5,5,4,0,5,w
0,6,5,4,0,5,w
0,0,4,4,0,5,d
0,1,4,4,0,5,d
0,2,4,4,0,5,w
0,3,4,4,0,5,w
0,4,4,4,0,5,w
0,5,4,4,0,5,w
0,6,4,4,0,5,w
0,0,3,4,0,5,d
0,1,3,4,0,5,d
0,2,3,4,0,5,d
0,3,3,4,0,5,w
0,4,3,4,0,5,w
0,5,3,4,0,5,w
0,6,3,4,0,5,d
0,0,2,4,0,5,b
0,1,2,4,0,5,d
0,2,2,4,0,5,d
0,3,2,4,0,5,d
0,4,2,4,0,5,w
0,5,2,4,0,5,d
0,6,2,4,0,5,b
0,0,1,4,0,5,b
0,1,1,4,0,5,b
0,2,1,4,0,5,d
0,3,1,4,0,5,d
0,4,1,4,0,5,d
0,5,1,4,0,5,b
0,6,1,4,0,5,b
0,0,0,4,0,5,b
0,1,0,4,0,5,b
0,2,0,4,0,5,b
0,4,0,4,0,5,b
0,5,0,4,0,5,b
0,6,0,4,0,5,b
0,0,8,4,3,5,w
0,1,8,4,3,5,w
0,2,8,4,3,5,w
0,4,8,4,3,5,w
0,5,8,4,3,5,w
0,6,8,4,3,5,w
0,0,7,4,3,5,w
0,1,7,4,3,5,w
0,2,7,4,3,5,w
0,3,7,4,3,5,w
0,4,7,4,3,5,w
0,5,7,4,3,5,w
0,6,7,4,3,5,w
0,0,6,4,3,5,d
0,1,6,4,3,5,w
0,2,6,4,3,5,w
0,3,6,4,3,5,w
0,4,6,4,3,5,w
0,5,6,4,3,5,w
0,6,6,4,3,5,d
0,0,5,4,3,5,b
0,1,5,4,3,5,d
0,2,5,4,3,5,w
0,4,5,4,3,5,w
0,5,5,4,3,5,d
0,6,5,4,3,5,b
0,0,4,4,3,5,b
0,1,4,4,3,5,b
0,2,4,4,3,5,d
0,3,4,4,3,5,b
0,4,4,4,3,5,d
0,5,4,4,3,5,b
0,6,4,4,3,5,b
0,0,3,4,3,5,b
0,1,3,4,3,5,b
0,2,3,4,3,5,b
0,3,3,4,3,5,b
0,4,3,4,3,5,b
0,5,3,4,3,5,b
0,6,3,4,3,5,b
0,0,2,4,3,5,b
0,1,2,4,3,5,b
0,2,2,4,3,5,b
0,3,2,4,3,5,b
0,4,2,4,3,5,b
0,5,2,4,3,5,b
0,6,2,4,3,5,b
0,0,1,4,3,5,b
0,1,1,4,3,5,b
0,2,1,4,3,5,b
0,3,1,4,3,5,b
0,4,1,4,3,5,b
0,5,1,4,3,5,b
0,6,1,4,3,5,b
0,0,0,4,3,5,b
0,1,0,4,3,5,b
0,2,0,4,3,5,b
0,4,0,4,3,5,b
0,5,0,4,3,5,b
0,6,0,4,3,5,b
0,0,8,4,6,5,w
0,1,8,4,6,5,w
0,2,8,4,6,5,w
0,4,8,4,6,5,w
0,5,8,4,6,5,w
0,6,8,4,6,5,w
0,0,7,4,6,5,w
0,1,7,4,6,5,w
0,2,7,4,6,5,w
0,3,7,4,6,5,w
0,4,7,4,6,5,w
0,5,7,4,6,5,w
0,6,7,4,6,5,w
0,0,6,4,6,5,w
0,1,6,4,6,5,w
0,2,6,4,6,5,w
0,3,6,4,6,5,w
0,4,6,4,6,5,w
0,5,6,4,6,5,w
0,6,6,4,6,5,w
0,0,5,4,6,5,w
0,1,5,4,6,5,w
0,2,5,4,6,5,w
0,3,5,4,6,5,w
0,4,5,4,6,5,w
0,5,5,4,6,5,w
0,0,4,4,6,5,w
0,1,4,4,6,5,w
0,2,4,4,6,5,w
0,3,4,4,6,5,w
0,4,4,4,6,5,w
0,5,4,4,6,5,d
0,6,4,4,6,5,d
0,0,3,4,6,5,d
0,1,3,4,6,5,w
0,2,3,4,6,5,w
0,3,3,4,6,5,w
0,4,3,4,6,5,d
0,5,3,4,6,5,d
0,6,3,4,6,5,d
0,0,2,4,6,5,b
0,1,2,4,6,5,d
0,2,2,4,6,5,w
0,3,2,4,6,5,d
0,4,2,4,6,5,d
0,5,2,4,6,5,d
0,6,2,4,6,5,b
0,0,1,4,6,5,b
0,1,1,4,6,5,b
0,2,1,4,6,5,d
0,3,1,4,6,5,d
0,4,1,4,6,5,d
0,5,1,4,6,5,b
0,6,1,4,6,5,b
0,0,0,4,6,5,b
0,1,0,4,6,5,b
0,2,0,4,6,5,b
0,4,0,4,6,5,b
0,5,0,4,6,5,b
0,6,0,4,6,5,b
0,0,8,4,0,4,w
0,1,8,4,0,4,w
0,2,8,4,0,4,w
0,4,8,4,0,4,w
0,5,8,4,0,4,w
0,6,8,4,0,4,w
0,0,7,4,0,4,w
0,1,7,4,0,4,w
0,2,7,4,0,4,w
0,3,7,4,0,4,w
0,4,7,4,0,4,w
0,5,7,4,0,4,w
0,6,7,4,0,4,w
0,0,6,4,0,4,w
0,1,6,4,0,4,w
0,2,6,4,0,4,w
0,3,6,4,0,4,w
0,4,6,4,0,4,w
0,5,6,4,0,4,w
0,6,6,4,0,4,w
0,0,5,4,0,4,w
0,1,5,4,0,4,w
0,2,5,4,0,4,w
0,3,5,4,0,4,w
0,4,5,4,0,4,w
0,5,5,4,0,4,w
0,6,5,4,0,4,w
0,1,4,4,0,4,w
0,2,4,4,0,4,w
0,3,4,4,0,4,w
0,4,4,4,0,4,w
0,5,4,4,0,4,w
0,6,4,4,0,4,w
0,0,3,4,0,4,b
0,1,3,4,0,4,d
0,2,3,4,0,4,w
0,3,3,4,0,4,w
0,4,3,4,0,4,w
0,5,3,4,0,4,w
0,6,3,4,0,4,b
0,0,2,4,0,4,b
0,1,2,4,0,4,b
0,2,2,4,0,4,d
0,3,2,4,0,4,w
0,4,2,4,0,4,w
0,5,2,4,0,4,b
0,6,2,4,0,4,b
0,0,1,4,0,4,b
0,1,1,4,0,4,b
0,2,1,4,0,4,b
0,3,1,4,0,4,d
0,4,1,4,0,4,b
0,5,1,4,0,4,b
0,6,1,4,0,4,b
0,0,0,4,0,4,b
0,1,0,4,0,4,b
0,2,0,4,0,4,b
0,4,0,4,0,4,b
0,5,0,4,0,4,b
0,6,0,4,0,4,b
0,0,8,4,3,4,w
0,1,8,4,3,4,w
0,2,8,4,3,4,w
0,4,8,4,3,4,w
0,5,8,4,3,4,w
0,6,8,4,3,4,w
0,0,7,4,3,4,w
0,1,7,4,3,4,w
0,2,7,4,3,4,w
0,3,7,4,3,4,w
0,4,7,4,3,4,w
0,5,7,4,3,4,w
0,6,7,4,3,4,w
0,0,6,4,3,4,b
0,1,6,4,3,4,w
0,2,6,4,3,4,w
0,3,6,4,3,4,w
0,4,6,4,3,4,w
0,5,6,4,3,4,w
0,6,6,4,3,4,b
0,0,5,4,3,4,b
0,1,5,4,3,4,b
0,2,5,4,3,4,w
0,3,5,4,3,4,w
0,4,5,4,3,4,w
0,5,5,4,3,4,b
0,6,5,4,3,4,b
0,0,4,4,3,4,b
0,1,4,4,3,4,b
0,2,4,4,3,4,b
0,4,4,4,3,4,b
0,5,4,4,3,4,b
0,6,4,4,3,4,b
0,0,3,4,3,4,b
0,1,3,4,3,4,b
0,2,3,4,3,4,b
0,3,3,4,3,4,b
0,4,3,4,3,4,b
0,5,3,4,3,4,b
0,6,3,4,3,4,b
0,0,2,4,3,4,b
0,1,2,4,3,4,b
0,2,2,4,3,4,b
0,3,2,4,3,4,b
0,4,2,4,3,4,b
0,5,2,4,3,4,b
0,6,2,4,3,4,b
0,0,1,4,3,4,b
0,1,1,4,3,4,b
0,2,1,4,3,4,b
0,3,1,4,3,4,b
0,4,1,4,3,4,b
0,5,1,4,3,4,b
0,6,1,4,3,4,b
0,0,0,4,3,4,b
0,1,0,4,3,4,b
0,2,0,4,3,4,b
0,4,0,4,3,4,b
0,5,0,4,3,4,b
0,6,0,4,3,4,b
0,0,8,4,6,4,w
0,1,8,4,6,4,w
0,2,8,4,6,4,w
0,4,8,4,6,4,w
0,5,8,4,6,4,w
0,6,8,4,6,4,w
0,0,7,4,6,4,w
0,1,7,4,6,4,w
0,2,7,4,6,4,w
0,3,7,4,6,4,w
0,4,7,4,6,4,w
0,5,7,4,6,4,w
0,6,7,4,6,4,w
0,0,6,4,6,4,w
0,1,6,4,6,4,w
0,2,6,4,6,4,w
0,3,6,4,6,4,w
0,4,6,4,6,4,w
0,5,6,4,6,4,w
0,6,6,4,6,4,w
0,0,5,4,6,4,w
0,1,5,4,6,4,w
0,2,5,4,6,4,w
0,3,5,4,6,4,w
0,4,5,4,6,4,w
0,5,5,4,6,4,w
0,6,5,4,6,4,w
0,0,4,4,6,4,w
0,1,4,4,6,4,w
0,2,4,4,6,4,w
0,3,4,4,6,4,w
0,4,4,4,6,4,w
0,5,4,4,6,4,w
0,0,3,4,6,4,b
0,1,3,4,6,4,w
0,2,3,4,6,4,w
0,3,3,4,6,4,w
0,4,3,4,6,4,w
0,5,3,4,6,4,d
